"X","decision_factors_decision_factors_party","decision_factors_decision_factors_personalvalues","decision_factors_decision_factors_experts","decision_factors_decision_factors_constituents","accuracy","accuracy_response","preference","preference_response","familiarity","partisan_bias","partisan_diss","pid_3","gov_exp","pid_indep","Staffer","area","ideo5","issue","republican","liberal","age","female","republican_alignment","democrat_alignment","deference_experts","deference_party","deference_personalvalues","deference_constituents","accuracy_3","treated","accuracy_bin","issue_full","Level","weight","Population_bin","Education_bin","Urban_bin","Voteshare_bin"
1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",NA,NA,0,"local area",NA,"GMO",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","municipality",9.34530940872844e-15,"low","HIGH","low","low"
1164,0,0.5,1,0.5,1,0,0.833,0.167,0.67,0,"Neither party is more likely than the other to support a GMO ban","Republican",32,NA,0,"local area","Moderate, middle of the road","GMO",1,0,NA,NA,0,0,0.75,-0.25,0.25,0.25,"Informed",0,1,"GMO","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1165,0,0.5,1,0.5,1,NA,0.833,NA,1,0,"Democrats are more likely to support a GMO ban","Democrat",4,NA,1,"district","Somewhat liberal","GMO",0,1,NA,NA,1,0,0.75,-0.25,0.25,0.25,"Informed",1,1,"GMO","state",0.78064721381666,"HIGH","low","low","low"
1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Republican",NA,NA,1,"district","Moderate, middle of the road","GMO",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","state",1,NA,NA,NA,NA
1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"district",NA,"GMO",NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","state",1,NA,NA,NA,NA
1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",NA,NA,0,"district","Very liberal","GMO",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"GMO","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other party (Please specify):",44,"Republican Party",0,"local area","Moderate, middle of the road","GMO",1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","municipality",9.34530940872844e-15,"low","HIGH","low","HIGH"
1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",NA,NA,0,"district","Somewhat liberal","GMO",0,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1171,0,0.5,0.75,0.75,0.5,0.25,0.5,0.333,0.67,0,"Democrats are more likely to support a GMO ban","Independent",12,"Neither",0,"local area","Moderate, middle of the road","GMO",NA,0,NA,NA,1,0,0.5,-0.25,0.25,0.5,"Unsure",0,0,"GMO","municipality",9.34530940872844e-15,"low","low","HIGH","low"
1172,0.75,0.75,1,0.75,1,0,0.833,0,0.67,0,"Democrats are more likely to support a GMO ban","Democrat",3,NA,0,"district","Very liberal","GMO",0,1,56,0,1,0,0.25,0,0,0,"Informed",0,1,"GMO","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1173,1,1,1,1,0.5,NA,0,NA,1,0,"Democrats are more likely to support a GMO ban","Democrat",15,NA,1,"district","Very liberal","GMO",0,1,35,0,1,0,0,0,0,0,"Unsure",1,0,"GMO","state",0.473132600708826,"HIGH","low","HIGH","low"
1174,0,1,1,0.75,0.5,0.25,0.5,0.333,0.67,0,"Neither party is more likely than the other to support a GMO ban","Republican",4,NA,0,"district","Very conservative","GMO",1,0,65,0,0,0,0.5,-0.5,0.5,0.25,"Unsure",0,0,"GMO","state",0.99976235590456,"HIGH","low","low","HIGH"
1175,0.25,1,1,0.5,1,0,1,0,1,0,"Democrats are more likely to support a GMO ban","Democrat",3,NA,0,"district","Somewhat liberal","GMO",0,1,43,0,1,0,0.375,-0.375,0.375,-0.125,"Informed",0,1,"GMO","state",0.545387567009102,"HIGH","HIGH","HIGH",NA
1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",3,NA,0,"local area","Moderate, middle of the road","GMO",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,"GMO","local",5.00007598160723,NA,NA,NA,NA
1177,0,0.75,1,0.75,1,NA,0.833,NA,0.67,0,"Democrats are more likely to support a GMO ban","Democrat",5,NA,0,"local area","Very liberal","GMO",0,1,41,0,1,0,0.625,-0.375,0.375,0.375,"Informed",1,1,"GMO","municipality",2.29876260014031e-14,"low",NA,"HIGH","low"
1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Democrat",30,NA,0,"county","Somewhat conservative","GMO",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,"GMO","local",1,NA,NA,NA,NA
1179,0,0.5,0.75,0.25,0.75,-0.25,1,0,0.67,1,"Democrats are more likely to support rent control","Independent",18,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.5,-0.25,0.25,0,"Informed",0,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1180,0.5,0.75,1,0.25,1,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",15,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.375,-0.125,0.125,-0.375,"Informed",1,1,"Rent Control","county",1.1676963380765,"HIGH","HIGH","low","HIGH"
1181,0.25,0.25,0.75,0.75,0,0.75,0.5,0,0.67,0,"Democrats are more likely to support rent control","Democrat",25,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.5,0,0,0.5,"Misinformed",0,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1182,0.5,0.25,0.25,0.25,0,0.75,0.5,0,0.67,1,"Democrats are more likely to support rent control","Republican",11,NA,1,"state","Somewhat conservative","RC",1,0,45,1,1,0,-0.125,0.125,-0.125,-0.125,"Misinformed",0,0,"Rent Control","state",NA,NA,NA,NA,NA
1183,0,0.75,0.75,1,0.75,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",2,NA,0,"district","Very conservative","RC",1,0,42,0,1,0,0.375,-0.375,0.375,0.625,"Informed",1,1,"Rent Control","state",1,NA,NA,NA,NA
1184,0,0.75,0.75,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Independent",10,"Democratic Party",0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.375,-0.375,0.375,0.375,"Unsure",1,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1185,0.25,0.75,0.75,0.25,0.5,0,0.333,0.167,0.67,0,"Democrats are more likely to support rent control","Republican",2,NA,0,"district","Somewhat conservative","RC",1,0,63,0,1,0,0.25,-0.25,0.25,-0.25,"Unsure",0,0,"Rent Control","state",3.56006785167583,"low","low","low","HIGH"
1186,0,0.5,0.75,0.75,0.75,0.25,0.5,0,0,0,"Neither party is more likely than the other to support rent control","Republican",10,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,0,0,0.5,-0.25,0.25,0.5,"Informed",0,1,"Rent Control","local",1,NA,NA,NA,NA
1187,0.5,0.75,1,1,0.25,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",3,NA,1,"district","Somewhat liberal","RC",0,1,25,1,1,0,0.375,-0.125,0.125,0.375,"Misinformed",1,0,"Rent Control","state",0.724502266086655,"HIGH","HIGH","low","low"
1188,0,0.75,0.25,0.5,0.5,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Republican",36,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,-0.375,0.375,0.125,"Unsure",1,0,"Rent Control","county",1.69470618096612,"low","low","low","HIGH"
1189,0,0.75,0.75,0.75,0.75,-0.75,0.167,0.166,0.33,0,"Democrats are more likely to support rent control","Democrat",19,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.375,-0.375,0.375,0.375,"Informed",0,1,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1190,0.25,0.75,0.5,0.75,0.75,0,0.167,0,1,0,"Democrats are more likely to support rent control","Independent",3,"Democratic Party",0,"local area","Somewhat liberal","RC",0,1,74,1,1,0,0,-0.25,0.25,0.25,"Informed",0,1,"Rent Control","municipality",9.34530940872844e-15,"low","low","HIGH","HIGH"
1191,0.25,0.75,0.75,1,0.5,0.25,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",2,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.25,-0.25,0.25,0.5,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
1192,0.75,0.25,0.75,0.75,0.5,NA,0.667,NA,0.67,1,"Democrats are more likely to support rent control","Republican",4,NA,0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0.25,0.25,-0.25,0.25,"Unsure",1,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1193,0,0.5,1,1,1,0,0,0,0.33,0,"Neither party is more likely than the other to support rent control","Other party (Please specify):",10,"Democratic Party",0,"local area","Moderate, middle of the road","RC",0,0,63,1,0,0,0.75,-0.25,0.25,0.75,"Informed",0,1,"Rent Control","municipality",9.34530940872844e-15,"HIGH","HIGH","low","low"
1194,0.25,1,0.75,0.5,0.5,0.25,0.167,0,0.67,0,"Democrats are more likely to support rent control","Democrat",30,NA,0,"district","Very liberal","RC",0,1,66,1,1,0,0.125,-0.375,0.375,-0.125,"Unsure",0,0,"Rent Control","state",2.57989032166321,"low","HIGH","low","low"
1195,0.25,0.75,1,0.5,1,NA,1,NA,0.33,0,"Democrats are more likely to support rent control","Other party (Please specify):",7,"Republican Party",1,"district","Somewhat conservative","RC",1,0,40,NA,1,0,0.5,-0.25,0.25,0,"Informed",1,1,"Rent Control","state",1.6663495146893,"low","low","low",NA
1196,0.75,0.75,0.75,0.75,1,0,0.333,-0.333,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",20,NA,1,"district","Very liberal","RC",0,1,46,1,0,0,0,0,0,0,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1197,0.5,0.75,0.75,0.75,0.5,0.5,0.167,0,0.67,0,"Democrats are more likely to support rent control","Democrat",12,NA,1,"state","Very liberal","RC",0,1,NA,NA,1,0,0.125,-0.125,0.125,0.125,"Unsure",0,0,"Rent Control","state",NA,"HIGH","HIGH","HIGH","low"
1198,0,0,0,0.75,0.75,NA,1,NA,0.67,1,"Democrats are more likely to support rent control","Independent",20,"Republican Party",0,"county","Somewhat conservative","RC",1,0,NA,NA,1,0,0,0,0,0.75,"Informed",1,1,"Rent Control","county",2.0669032285051,"low","low",NA,"HIGH"
1199,0.25,0.5,1,0.75,0.5,NA,0.833,NA,1,0,"Democrats are more likely to support rent control","Republican",2,NA,1,"district","Moderate, middle of the road","RC",1,0,24,0,1,0,0.625,-0.125,0.125,0.375,"Unsure",1,0,"Rent Control","state",1,NA,NA,NA,NA
1200,0,0.25,0.5,0.5,1,0,0.667,0,1,0,"Democrats are more likely to support rent control","Democrat",2,NA,1,"district","Very liberal","RC",0,1,25,0,1,0,0.375,-0.125,0.125,0.375,"Informed",0,1,"Rent Control","state",0.851079886143661,"HIGH","low","low",NA
1201,0.5,0.75,1,1,1,0,0.167,0,0.67,0,"Democrats are more likely to support rent control","Democrat",30,NA,1,"district","Somewhat liberal","RC",0,1,71,1,1,0,0.375,-0.125,0.125,0.375,"Informed",0,1,"Rent Control","state",0.473132600708826,"HIGH","low","HIGH",NA
1202,0.25,0.75,0.75,0.25,0.75,0,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",4,NA,0,"district","Somewhat conservative","RC",1,0,66,0,1,0,0.25,-0.25,0.25,-0.25,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1203,0.5,1,1,0.75,0.5,NA,0.167,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",12,NA,0,"district","Very liberal","RC",0,1,65,0,1,0,0.25,-0.25,0.25,0,"Unsure",1,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1204,0.25,0.75,0.75,0.5,0,0.75,0,0.333,0,0,"Democrats are more likely to support rent control","Independent",3,"Republican Party",1,"district","Moderate, middle of the road","RC",1,0,25,1,1,0,0.25,-0.25,0.25,0,"Misinformed",0,0,"Rent Control","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
1205,0,0,0.75,0.5,0.5,0.25,0.5,0,0.33,0,"Neither party is more likely than the other to support rent control","Democrat",28,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,0,0,0.75,0,0,0.5,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","low","low"
1206,0.25,0.25,0.75,1,0.5,NA,0.667,NA,0.67,0,"Neither party is more likely than the other to support rent control","Republican",9,NA,1,"state","Very conservative","RC",1,0,60,0,0,0,0.5,0,0,0.75,"Unsure",1,0,"Rent Control","state",NA,"low","low","low","HIGH"
1207,0,1,1,0.75,0.5,0,0.333,0,1,0,"Democrats are more likely to support rent control","Independent",27,"Neither",0,"local area","Moderate, middle of the road","RC",NA,0,NA,NA,1,0,0.5,-0.5,0.5,0.25,"Unsure",0,0,"Rent Control","township",9.34530940872844e-15,"low","HIGH","low","low"
1208,0,0.25,0.75,0.25,0.75,0.25,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",6,NA,0,"local area","Moderate, middle of the road","RC",1,0,62,0,1,0,0.625,-0.125,0.125,0.125,"Informed",0,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","low","HIGH"
1209,0,0.5,0.75,0.75,0,0.75,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.5,-0.25,0.25,0.5,"Misinformed",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1210,0,0.75,0.75,0.5,0.5,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"county","Very conservative","RC",1,0,NA,NA,1,0,0.375,-0.375,0.375,0.125,"Unsure",1,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","HIGH"
1211,0,0.75,0.75,0.25,1,NA,0.167,NA,1,0,"Democrats are more likely to support rent control","Democrat",1,NA,1,"district","Very liberal","RC",0,1,25,0,1,0,0.375,-0.375,0.375,-0.125,"Informed",1,1,"Rent Control","state",0.533273297088251,"HIGH","low","HIGH","low"
1212,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0,0.67,1,"Democrats are more likely to support rent control","Independent",25,"Republican Party",1,"district","Somewhat conservative","RC",1,0,NA,1,1,0,0,0,0,0,"Unsure",0,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1213,0,0.5,1,0.75,0.75,NA,1,NA,1,0,"Democrats are more likely to support rent control","Independent",7,"Neither",0,"local area","Moderate, middle of the road","RC",NA,0,NA,NA,1,0,0.75,-0.25,0.25,0.5,"Informed",1,1,"Rent Control","municipality",9.34530940872844e-15,"HIGH","low","HIGH","low"
1214,0.5,0.5,0.5,0.5,0.5,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",30,NA,0,"county","Somewhat liberal","RC",0,1,NA,NA,1,0,0,0,0,0,"Unsure",1,0,"Rent Control","county",0.474967552135226,"low","low","low","HIGH"
1215,0,1,0.25,0.5,1,0,0.5,0,0.67,0,"Democrats are more likely to support rent control","Independent",10,"Democratic Party",0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,-0.25,-0.5,0.5,0,"Informed",0,1,"Rent Control","township",9.34530940872844e-15,"low","HIGH","HIGH","low"
1216,0.25,0.75,0.75,0.5,0.5,0,0.833,0,0.67,0,"Democrats are more likely to support rent control","Democrat",28,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.25,-0.25,0.25,0,"Unsure",0,0,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1217,0,0.25,0.75,0.25,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.625,-0.125,0.125,0.125,"Informed",1,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
1218,0.75,0.5,0.75,0.5,0.5,NA,0.333,NA,1,0,"Democrats are more likely to support rent control","Democrat",3,NA,0,"local area","Somewhat liberal","RC",0,1,NA,NA,1,0,0.125,0.125,-0.125,-0.125,"Unsure",1,0,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1219,0.25,0.75,0.5,0.75,0.75,NA,0.833,NA,0.67,1,"Democrats are more likely to support rent control","Republican",11,NA,0,"local area","Very conservative","RC",1,0,NA,NA,1,0,0,-0.25,0.25,0.25,"Informed",1,1,"Rent Control","municipality",2.50842563896479,"low","low","low","HIGH"
1220,0.75,0.5,0,0.5,0.5,-0.25,0.833,0,1,0,"Democrats are more likely to support rent control","Other party (Please specify):",21,"Democratic Party",0,"county","Moderate, middle of the road","RC",0,0,NA,NA,1,0,-0.625,0.125,-0.125,-0.125,"Unsure",0,0,"Rent Control","county",0.495051171456088,"HIGH","low","low","low"
1221,0.5,1,0.5,0.75,0.75,NA,0.833,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",33,NA,0,"local area","Somewhat conservative","RC",0,0,NA,NA,1,0,-0.25,-0.25,0.25,0,"Informed",1,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1222,0.25,0.75,1,0.5,1,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,0.5,-0.25,0.25,0,"Informed",1,1,"Rent Control","township",9.34530940872844e-15,"low","HIGH","HIGH","low"
1223,0.75,0.5,0.5,1,0.5,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support rent control","Democrat",2,NA,0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,0,0,-0.125,0.125,-0.125,0.375,"Unsure",1,0,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1224,0.5,0.5,0.75,1,0.75,0,0.5,0,0.67,0,"Democrats are more likely to support rent control","Democrat",9,NA,1,"district","Somewhat liberal","RC",0,1,32,0,1,0,0.25,0,0,0.5,"Informed",0,1,"Rent Control","state",0.78064721381666,"HIGH","low","low","low"
1225,0,0,0.75,0.75,0.75,0,0.5,0.333,0.67,0,"Democrats are more likely to support rent control","Republican",34,NA,1,"district","Moderate, middle of the road","RC",1,0,59,1,1,0,0.75,0,0,0.75,"Informed",0,1,"Rent Control","state",1.63544038152595,"low","HIGH","low",NA
1226,0.5,0.5,0.75,0.5,0.25,0.5,0.333,0.167,0.67,0,"Democrats are more likely to support rent control","Democrat",4,NA,1,"district","Very liberal","RC",0,1,64,1,1,0,0.25,0,0,0,"Misinformed",0,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1227,0.25,1,0.75,0.75,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Independent",21,"Democratic Party",0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.125,-0.375,0.375,0.125,"Unsure",1,0,"Rent Control","municipality",9.34530940872844e-15,"HIGH","low","low","HIGH"
1228,0.5,0.75,1,1,0.75,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",32,NA,0,"district","Somewhat liberal","RC",0,1,NA,NA,1,0,0.375,-0.125,0.125,0.375,"Informed",1,1,"Rent Control","state",1.11719694762459,"low","HIGH","HIGH",NA
1229,0.5,0.75,0.5,1,0.5,0,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",25,NA,1,"district","Somewhat liberal","RC",0,1,NA,0,1,0,-0.125,-0.125,0.125,0.375,"Unsure",0,0,"Rent Control","state",1,NA,NA,NA,NA
1230,0.5,1,0.75,1,0.5,0,0.5,0,0.67,0,"Democrats are more likely to support rent control","Republican",8,NA,1,"district","Very conservative","RC",1,0,30,0,1,0,0,-0.25,0.25,0.25,"Unsure",0,0,"Rent Control","state",1.6663495146893,"low","low","low",NA
1231,0,0.75,0.25,0.5,0.75,NA,1,NA,1,1,"Democrats are more likely to support rent control","Republican",17,NA,0,"local area","Somewhat conservative","RC",1,0,NA,NA,1,0,-0.125,-0.375,0.375,0.125,"Informed",1,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
1232,0.5,0.25,0.5,0.75,0.5,0.25,0.333,0,0.67,0,"Democrats are more likely to support rent control","Democrat",6,NA,1,"district","Somewhat liberal","RC",0,1,28,1,1,0,0.125,0.125,-0.125,0.375,"Unsure",0,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1233,0,1,0.5,1,0.75,NA,0,NA,1,1,"Democrats are more likely to support rent control","Other party (Please specify):",1,"Democratic Party",1,"district","Not sure","RC",0,0,26,0,1,0,0,-0.5,0.5,0.5,"Informed",1,1,"Rent Control","state",0.533273297088251,"HIGH","low","HIGH","low"
1234,0.5,0.25,0.75,0.75,0.25,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Independent",10,"Democratic Party",1,"district","Moderate, middle of the road","RC",0,0,32,1,1,0,0.375,0.125,-0.125,0.375,"Misinformed",1,0,"Rent Control","state",1.69187553454256,"HIGH","low","low","HIGH"
1235,0.75,0.75,1,0.75,0,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",4,NA,0,"local area","Very liberal","RC",0,1,NA,NA,1,0,0.25,0,0,0,"Misinformed",1,0,"Rent Control","township",9.34530940872844e-15,"low","HIGH","HIGH","low"
1236,0.25,0.25,0.75,0.5,0.75,NA,0.5,NA,0,0,"Democrats are more likely to support rent control","Democrat",3,NA,1,"district","Very liberal","RC",0,1,25,1,1,0,0.5,0,0,0.25,"Informed",1,1,"Rent Control","state",0.550565942447265,"HIGH","low","HIGH",NA
1237,0,0,0,0.25,0.75,0.25,1,0,1,0,"Democrats are more likely to support rent control","Independent",24,"Republican Party",0,"local area","Somewhat conservative","RC",1,0,66,0,1,0,0,0,0,0.25,"Informed",0,1,"Rent Control","municipality",2.29876260014031e-14,"low","low","HIGH","low"
1238,0,0.5,0.5,0.75,0.5,-0.25,0.5,0,0.67,0,"Democrats are more likely to support rent control","Independent",21,"Democratic Party",0,"local area","Moderate, middle of the road","RC",0,0,NA,NA,1,0,0.25,-0.25,0.25,0.5,"Unsure",0,0,"Rent Control","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
1239,0.75,0.75,0.75,0.75,1,NA,0,NA,0.67,0,"Democrats are more likely to support rent control","Democrat",13,NA,1,"district","Somewhat liberal","RC",0,1,65,1,1,0,0,0,0,0,"Informed",1,1,"Rent Control","state",0.550565942447265,"HIGH","low","low",NA
1240,0.75,0.5,0.75,1,0.5,0,0.167,0,1,0,"Democrats are more likely to support rent control","Democrat",14,NA,1,"district","Somewhat liberal","RC",0,1,NA,NA,1,0,0.125,0.125,-0.125,0.375,"Unsure",0,0,"Rent Control","state",0.533273297088251,"HIGH","low","low","low"
1241,0.75,1,0.75,0.75,0.75,0.25,0.333,0.167,0.67,0,"Democrats are more likely to support rent control","Democrat",3,NA,0,"district","Very liberal","RC",0,1,55,1,1,0,-0.125,-0.125,0.125,-0.125,"Informed",0,1,"Rent Control","state",0.545387567009102,"HIGH","HIGH","HIGH",NA
1242,0,0.5,1,0.5,1,NA,0.5,NA,0.67,0,"Democrats are more likely to support rent control","Independent",23,"Democratic Party",1,"district","Somewhat liberal","RC",0,1,71,1,1,0,0.75,-0.25,0.25,0.25,"Informed",1,1,"Rent Control","state",1.11719694762459,"low","HIGH","HIGH",NA
1243,0.5,1,1,0.75,1,0,1,0,0.67,0,"Democrats are more likely to support rent control","Republican",10,NA,0,"district","Somewhat conservative","RC",1,0,NA,NA,1,0,0.25,-0.25,0.25,0,"Informed",0,1,"Rent Control","state",1,NA,NA,NA,NA
1244,0.5,0.5,0.75,0.5,1,NA,0.333,NA,1,0,"Democrats are more likely to support rent control","Democrat",3,NA,1,"state","Very liberal","RC",0,1,24,0,1,0,0.25,0,0,0,"Informed",1,1,"Rent Control","state",NA,"low","HIGH","HIGH","low"
1245,0.5,1,1,0.5,0.75,NA,1,NA,1,0,"Democrats are more likely to support rent control","Republican",2,NA,1,"district","Very conservative","RC",1,0,60,0,1,0,0.25,-0.25,0.25,-0.25,"Informed",1,1,"Rent Control","state",0.640666014731827,"HIGH","HIGH","HIGH","HIGH"
1246,0.25,1,0.5,0.75,0.5,NA,0.667,NA,0.67,0,"Democrats are more likely to support rent control","Republican",5,NA,1,"district","Somewhat conservative","RC",1,0,29,1,1,0,-0.125,-0.375,0.375,0.125,"Unsure",1,0,"Rent Control","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
1247,0.5,0.75,0.75,0.75,0.25,0.5,0,0.167,1,0,"Democrats are more likely to support rent control","Democrat",4,NA,1,"district","Very liberal","RC",0,1,NA,NA,1,0,0.125,-0.125,0.125,0.125,"Misinformed",0,0,"Rent Control","state",1,NA,NA,NA,NA
1248,0.75,0.75,0.25,1,0.75,0.25,0.167,0,0.67,1,"Democrats are more likely to support rent control","Democrat",2,NA,1,"state","Very liberal","RC",0,1,23,0,1,0,-0.5,0,0,0.25,"Informed",0,1,"Rent Control","state",NA,NA,NA,NA,NA
1249,0,0.5,0.75,1,0.5,0.5,0.5,0.333,0.33,1,"Democrats are more likely to support rent control","Republican",10,NA,0,"county","Moderate, middle of the road","RC",1,0,NA,NA,1,0,0.5,-0.25,0.25,0.75,"Unsure",0,0,"Rent Control","county",3.12658895917436,"low","low","low","HIGH"
1250,0.5,0.25,0.25,0.75,0.75,NA,1,NA,0,1,"Democrats are more likely to support rent control","Republican",17,NA,0,"local area","Very conservative","RC",1,0,NA,NA,1,0,-0.125,0.125,-0.125,0.375,"Informed",1,1,"Rent Control","municipality",2.50842563896479,"low","low","HIGH","HIGH"
1251,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0,0.67,0,"Democrats are more likely to support rent control","Democrat",7,NA,1,"district","Somewhat liberal","RC",0,1,32,0,1,0,0.25,-0.25,0.25,0.25,"Misinformed",0,0,"Rent Control","state",0.473132600708826,"HIGH","low","low","low"
